First Name,Last Name,Gender,Date of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Year of Joining,DOW of Joining,Age in Company (Years),Initial Salary,Salary increase % ,State,Region
Modesta,Wicker,F,12/26/1991,25.61,41,4/3/2013,2013,Wednesday,4.32,83184,12%,MS,South
Kenneth,Jackson,M,4/23/1960,57.3,87,10/23/2011,2011,Sunday,5.77,100610,20%,ND,Midwest
Shara,Livingston,F,2/27/1990,27.43,59,9/8/2016,2016,Thursday,0.88,168481,9%,MO,Midwest
Ethyl,Olivas,F,4/17/1994,23.3,54,10/17/2016,2016,Monday,0.78,74428,2%,LA,South
Ozie,Barrientos,F,3/12/1970,47.41,45,8/14/2012,2012,Tuesday,4.96,57902,25%,KY,South
Apryl,Sparkman,F,7/19/1961,56.06,43,7/27/1996,1996,Saturday,21.02,113525,25%,ND,Midwest
Dorsey,Heilman,M,8/3/1984,33.01,66,10/13/2007,2007,Saturday,9.8,198523,0%,NV,West
Theo,Posey,M,9/1/1988,28.92,71,9/9/2010,2010,Thursday,6.89,137936,21%,KY,South
Tracy,Adkins,M,4/5/1969,48.35,62,4/28/1996,1996,Sunday,21.26,86484,27%,CO,West
Alberto,Herrick,M,6/21/1971,46.13,70,8/5/2009,2009,Wednesday,7.98,50477,4%,MN,Midwest
Rick,Bedard,M,10/28/1965,51.78,83,12/13/1987,1987,Sunday,29.64,199581,22%,OH,Midwest
Jake,Dahl,M,7/17/1977,40.06,56,3/15/2011,2011,Tuesday,6.38,99018,26%,WV,South
Giuseppina,Buffington,F,11/10/1963,53.75,45,2/20/2009,2009,Friday,8.44,190461,2%,CA,West
Adolfo,Bruner,M,12/16/1995,21.63,59,5/28/2017,2017,Sunday,0.17,136866,2%,NE,Midwest
Majorie,Loya,F,10/14/1986,30.81,57,1/31/2016,2016,Sunday,1.49,65454,21%,TX,South
Lela,Rudd,F,7/14/1969,48.07,52,3/30/1993,1993,Tuesday,24.35,166282,27%,ME,Northeast
Everett,Higgins,M,8/6/1992,24.99,62,3/5/2017,2017,Sunday,0.4,74024,8%,TX,South
Nestor,Dabney,M,10/10/1992,24.81,86,12/4/2014,2014,Thursday,2.65,110123,23%,KY,South
Clarice,Winters,F,3/18/1979,38.39,46,8/22/2006,2006,Tuesday,10.94,193848,2%,TX,South
Humberto,Toler,M,11/14/1973,43.73,89,12/31/1999,1999,Friday,17.59,156609,24%,CO,West
Fredrick,Settle,M,8/24/1982,34.95,50,10/19/2014,2014,Sunday,2.78,136518,19%,TX,South
Amira,Worrell,F,1/10/1969,48.58,47,9/1/1999,1999,Wednesday,17.92,182211,17%,KY,South
Tonda,Proctor,F,1/5/1968,49.59,49,5/20/1994,1994,Friday,23.21,198873,6%,GA,South
Sal,Flynn,M,11/27/1980,36.69,80,5/12/2006,2006,Friday,11.22,157667,25%,WA,West
Melissa,Crooks,F,2/4/1964,53.52,42,7/19/2005,2005,Tuesday,12.03,124945,18%,IL,Midwest
Rocio,Oakes,F,8/26/1961,55.96,52,1/4/2001,2001,Thursday,16.57,122124,29%,MT,West
Margaret,Grover,F,11/1/1973,43.77,51,8/18/1999,1999,Wednesday,17.96,63546,13%,MO,Midwest
Mahalia,Sturm,F,8/7/1981,36,52,8/30/2009,2009,Sunday,7.92,110403,6%,ME,Northeast
Eliz,Dietz,F,7/5/1972,45.09,52,1/27/1997,1997,Monday,20.51,66464,9%,DC,South
Irving,Blake,M,12/19/1978,38.63,51,2/22/2012,2012,Wednesday,5.43,138388,10%,VA,South
Rich,Mcclendon,M,8/1/1993,24.01,59,2/7/2015,2015,Saturday,2.47,52293,1%,TN,South
Elden,Daniels,M,1/4/1987,30.58,70,3/7/2012,2012,Wednesday,5.39,71545,17%,TX,South
Cameron,Michaels,M,6/24/1990,27.11,80,9/2/2012,2012,Sunday,4.9,120889,3%,MI,Midwest
Bert,Stegall,M,3/4/1981,36.42,57,6/29/2008,2008,Sunday,9.08,41559,13%,MO,Midwest
Mittie,Folk,F,11/28/1980,36.69,48,5/5/2004,2004,Wednesday,13.24,183443,10%,MD,South
Lupe,Cummings,F,10/28/1969,47.78,52,9/27/2011,2011,Tuesday,5.84,196104,3%,TN,South
Darren,Poole,M,2/4/1967,50.51,51,11/3/1993,1993,Wednesday,23.75,153190,14%,ME,Northeast
Jamaal,Cummins,M,10/23/1977,39.79,86,3/29/2007,2007,Thursday,10.34,46726,24%,MO,Midwest
Roger,Braxton,M,8/27/1982,34.94,59,3/12/2004,2004,Friday,13.39,61732,8%,NY,Northeast
Timika,Brice,F,10/22/1961,55.8,47,4/28/2002,2002,Sunday,15.26,119869,9%,CT,Northeast
Lazaro,Royer,M,5/5/1993,24.25,59,5/26/2016,2016,Thursday,1.17,145995,27%,TN,South
Latasha,Blevins,F,4/11/1969,48.33,43,10/29/1997,1997,Wednesday,19.76,176008,17%,PA,Northeast
Felton,Nail,M,6/9/1963,54.17,52,3/5/1986,1986,Wednesday,31.42,190803,3%,FL,South
Jeff,Helm,M,5/3/1995,22.25,70,4/21/2017,2017,Friday,0.27,141914,27%,MS,South
Peter,Amos,M,10/26/1970,46.79,63,4/19/2007,2007,Thursday,10.28,172086,14%,KY,South
Alesia,Coward,F,4/29/1966,51.28,47,6/1/2004,2004,Tuesday,13.16,181054,12%,FL,South
Enedina,Fair,F,1/19/1981,36.55,50,11/11/2005,2005,Friday,11.72,125705,6%,OH,Midwest
Wyatt,Mccants,M,12/19/1966,50.64,88,12/16/2014,2014,Tuesday,2.62,47092,24%,VA,South
Raleigh,Rainey,M,12/22/1981,35.62,74,6/3/2006,2006,Saturday,11.16,86904,7%,NC,South
Penney,Temple,F,7/28/1970,47.03,41,7/6/2009,2009,Monday,8.07,145546,28%,ND,Midwest
Homer,Burk,M,2/11/1972,45.49,69,7/22/2017,2017,Saturday,0.02,185392,15%,PA,Northeast
Catrice,Tolbert,F,10/3/1968,48.85,57,9/17/1999,1999,Friday,17.87,48537,22%,IL,Midwest
Elisha,Zink,M,11/10/1958,58.75,71,4/10/1990,1990,Tuesday,27.32,61043,5%,FL,South
Rufus,Hinojosa,M,12/27/1993,23.6,52,7/28/2015,2015,Tuesday,2,167697,0%,MO,Midwest
Efrain,Kahn,M,5/26/1966,51.21,52,1/26/2003,2003,Sunday,14.51,165227,22%,MI,Midwest
Cliff,Corrigan,M,12/7/1995,21.65,77,7/26/2017,2017,Wednesday,0.01,170168,23%,NM,West
Hal,Mccormick,M,5/29/1975,42.19,86,8/4/2007,2007,Saturday,9.99,192757,5%,WV,South
Elena,Yang,F,6/16/1961,56.15,48,11/3/1998,1998,Tuesday,18.75,82752,23%,MI,Midwest
Frederick,Carbone,M,6/7/1989,28.16,78,11/14/2012,2012,Wednesday,4.7,169476,6%,MO,Midwest
Laurena,Marcus,F,5/16/1966,51.24,42,6/22/2006,2006,Thursday,11.11,149178,6%,MN,Midwest
Everette,Dailey,M,2/7/1994,23.48,77,1/14/2016,2016,Thursday,1.54,160453,14%,ID,West
Londa,Newby,F,2/14/1964,53.49,49,11/6/2013,2013,Wednesday,3.73,185486,13%,SC,South
Claudio,Montgomery,M,1/11/1965,52.58,88,4/19/2012,2012,Thursday,5.28,43813,26%,WV,South
Elliot,Templeton,M,12/15/1973,43.65,56,7/5/2007,2007,Thursday,10.07,178548,20%,IA,Midwest
Carissa,Dalton,F,6/8/1963,54.18,42,4/30/1994,1994,Saturday,23.26,195195,3%,GA,South
Ammie,Hudspeth,F,1/21/1967,50.55,55,12/6/2007,2007,Thursday,9.65,72705,19%,KY,South
Manuel,Brim,M,8/27/1968,48.95,80,9/4/2008,2008,Thursday,8.9,127820,8%,CA,West
Denice,Cornejo,F,3/31/1996,21.34,59,7/27/2017,2017,Thursday,0,89536,19%,TX,South
Raleigh,Soriano,M,4/7/1993,24.32,81,5/2/2015,2015,Saturday,2.24,173204,25%,WA,West
September,Jorgensen,F,9/2/1984,32.92,42,4/22/2008,2008,Tuesday,9.27,85747,29%,IL,Midwest
Harry,Emanuel,M,1/21/1974,43.55,57,4/1/2004,2004,Thursday,13.33,127481,8%,OK,South
Orval,Velasco,M,12/5/1991,25.66,86,9/27/2015,2015,Sunday,1.84,174186,29%,NE,Midwest
Kelle,Brenner,F,7/30/1984,33.02,47,7/23/2012,2012,Monday,5.02,188357,3%,MI,Midwest
Evelia,Kimmel,F,4/5/1983,34.34,52,8/5/2012,2012,Sunday,4.98,72982,20%,NV,West
Chong,Hackett,M,9/16/1989,27.88,76,8/17/2016,2016,Wednesday,0.95,107689,18%,CA,West
Deshawn,Clegg,M,4/8/1959,58.35,80,1/25/1982,1982,Monday,35.53,127818,23%,TX,South
Estelle,Kingsley,F,10/5/1960,56.85,58,4/28/2009,2009,Tuesday,8.25,44687,17%,OK,South
Asa,Mckee,M,6/12/1978,39.15,71,10/1/2002,2002,Tuesday,14.83,112311,24%,FL,South
Wanetta,Batson,F,5/8/1961,56.26,56,9/11/2007,2007,Tuesday,9.88,84744,25%,ME,Northeast
Dudley,Hammer,M,8/1/1994,23.01,66,5/14/2016,2016,Saturday,1.21,111536,20%,CA,West
Leonel,Romero,M,3/5/1970,47.43,73,9/20/2008,2008,Saturday,8.86,68885,16%,UT,West
Dirk,Rountree,M,9/20/1976,40.88,70,6/9/2015,2015,Tuesday,2.14,153664,8%,KY,South
Travis,Lovelace,M,5/15/1986,31.22,68,5/30/2017,2017,Tuesday,0.16,138851,17%,OK,South
Ray,Bender,M,12/10/1960,56.67,54,10/23/2006,2006,Monday,10.77,94725,1%,PA,Northeast
Craig,Morley,M,9/14/1988,28.89,90,8/10/2014,2014,Sunday,2.97,42795,22%,VA,South
Billi,Earls,F,12/5/1994,22.66,45,7/3/2017,2017,Monday,0.07,181504,19%,ID,West
Loraine,Bowie,F,6/27/1982,35.11,56,5/11/2010,2010,Tuesday,7.22,86619,29%,PA,Northeast
Christopher,Mendes,M,5/16/1975,42.23,60,8/21/2005,2005,Sunday,11.94,197551,27%,TX,South
Sanford,Beaudry,M,3/25/1978,39.37,85,9/12/2000,2000,Tuesday,16.88,95920,16%,KY,South
Felipa,Neff,F,10/27/1962,54.79,60,7/7/1993,1993,Wednesday,24.07,97325,17%,WI,Midwest
Rocky,Collado,M,2/6/1980,37.5,57,7/28/2007,2007,Saturday,10.01,153569,10%,TN,South
Tara,Needham,F,8/15/1960,56.99,51,11/22/1983,1983,Tuesday,33.7,113460,12%,TN,South
Elton,Willoughby,M,1/25/1984,33.53,57,8/27/2005,2005,Saturday,11.93,197918,6%,AL,South
Rey,Simons,M,5/31/1976,41.19,85,5/14/2017,2017,Sunday,0.21,122154,3%,AR,South
Blair,Kaufman,F,11/5/1985,31.75,45,3/21/2014,2014,Friday,3.36,86622,7%,NJ,Northeast
Eduardo,Riddick,M,6/20/1976,41.13,89,1/5/2007,2007,Friday,10.57,171683,11%,OK,South
Shaun,Arias,M,7/27/1959,58.04,58,5/10/2003,2003,Saturday,14.23,171102,15%,DC,South
Lanora,Phifer,F,9/6/1966,50.93,51,12/6/2013,2013,Friday,3.64,119046,25%,TX,South
Suellen,Denman,F,2/19/1963,54.47,58,2/23/2007,2007,Friday,10.43,66610,16%,NM,West
Nancey,Bond,F,5/17/1966,51.23,53,3/12/2003,2003,Wednesday,14.39,199728,14%,WA,West
Eusebio,Copley,M,7/1/1980,37.1,68,10/7/2008,2008,Tuesday,8.81,62943,15%,NC,South
Lan,Boyd,F,11/16/1991,25.72,57,6/5/2017,2017,Monday,0.15,75589,9%,IA,Midwest
Terry,Eckert,M,7/17/1968,49.06,57,9/3/2004,2004,Friday,12.91,60768,29%,UT,West
Demetrius,Desjardins,M,11/4/1971,45.76,51,8/4/2005,2005,Thursday,11.99,185886,27%,TN,South
Meaghan,Fortney,F,9/8/1991,25.9,54,3/2/2014,2014,Sunday,3.41,78571,19%,VA,South
Pedro,Terrill,M,3/9/1984,33.41,82,5/3/2017,2017,Wednesday,0.24,146404,0%,OK,South
Adam,Cassell,M,6/8/1976,41.16,72,11/10/2011,2011,Thursday,5.72,175240,20%,NC,South
Tomiko,Sands,F,1/6/1996,21.57,58,5/28/2017,2017,Sunday,0.17,181730,7%,IA,Midwest
Joseph,Goss,M,5/31/1982,35.18,85,6/15/2010,2010,Tuesday,7.12,73266,2%,CA,West
Roberto,Saylor,M,2/12/1964,53.49,79,4/11/2012,2012,Wednesday,5.3,95639,7%,AR,South
Peggy,Dionne,F,5/26/1976,41.2,52,11/7/2007,2007,Wednesday,9.73,87573,13%,MN,Midwest
Glynis,Harvey,F,3/4/1984,33.42,40,4/6/2015,2015,Monday,2.31,84612,23%,MD,South
August,Barrera,M,12/9/1966,50.67,61,10/10/2000,2000,Tuesday,16.81,44968,10%,IA,Midwest
Fallon,Maggard,F,12/31/1981,35.6,44,5/7/2005,2005,Saturday,12.23,59476,12%,NV,West
Hildegarde,Anthony,F,9/28/1992,24.85,45,12/10/2015,2015,Thursday,1.63,119223,19%,WI,Midwest
Brenton,Lund,M,3/2/1960,57.44,81,3/19/1999,1999,Friday,18.37,100169,18%,MI,Midwest
Tomika,Jerome,F,12/29/1964,52.61,48,12/5/1988,1988,Monday,28.66,186774,29%,MS,South
Colby,Hicks,M,8/6/1981,36,51,5/10/2014,2014,Saturday,3.22,68630,14%,CA,West
Len,Arce,M,1/15/1987,30.55,74,4/27/2011,2011,Wednesday,6.26,108052,23%,IA,Midwest
Garry,Dejesus,M,12/11/1967,49.66,69,12/4/2013,2013,Wednesday,3.65,124816,14%,CA,West
Julius,Williamson,M,4/24/1982,35.28,51,12/14/2010,2010,Tuesday,6.62,179435,24%,CA,West
Amber,Heck,F,6/29/1975,42.11,46,7/1/2001,2001,Sunday,16.08,90843,26%,GA,South
Porter,Tharp,M,7/21/1994,23.04,50,10/13/2016,2016,Thursday,0.79,80826,5%,OK,South
Mollie,Boykin,F,2/3/1974,43.51,58,5/31/1995,1995,Wednesday,22.18,128251,19%,OH,Midwest
Gregory,Stroud,M,2/14/1991,26.47,56,4/17/2014,2014,Thursday,3.28,123859,4%,HI,West
Edgardo,Tuck,M,8/13/1986,30.98,63,2/23/2010,2010,Tuesday,7.43,113392,11%,MO,Midwest
Teressa,Clemons,F,10/28/1987,29.77,42,7/5/2017,2017,Wednesday,0.06,165721,1%,NH,Northeast
Zenaida,Cavazos,F,4/27/1965,52.29,59,4/8/2000,2000,Saturday,17.32,95950,30%,GA,South
Stephani,Sowell,F,8/17/1988,28.96,40,10/14/2012,2012,Sunday,4.79,73610,15%,MT,West
Len,Boyles,M,10/15/1989,27.8,76,8/23/2012,2012,Thursday,4.93,105581,15%,MA,Northeast
Kareem,Santos,M,2/5/1974,43.5,84,9/3/2004,2004,Friday,12.91,64814,15%,ME,Northeast
Raymond,Jernigan,M,11/27/1967,49.7,80,5/20/2007,2007,Sunday,10.2,171676,11%,FL,South
Daryl,Treadwell,M,7/7/1977,40.08,54,4/10/2014,2014,Thursday,3.3,87411,6%,LA,South
Sol,Sams,M,3/10/1970,47.42,54,12/17/2015,2015,Thursday,1.61,181252,27%,NC,South
Thomas,Rhoden,M,11/9/1975,41.75,61,1/10/2011,2011,Monday,6.55,166595,4%,TX,South
Emmitt,Montague,M,4/1/1989,28.34,84,3/11/2014,2014,Tuesday,3.38,199968,12%,SD,Midwest
Jarvis,Holliman,M,6/6/1985,32.16,58,1/14/2007,2007,Sunday,10.54,161637,20%,KY,South
Candida,Connors,F,10/20/1981,35.79,55,7/7/2011,2011,Thursday,6.06,161270,4%,MN,Midwest
Shanita,Tilton,F,5/2/1972,45.27,56,4/11/2014,2014,Friday,3.3,138454,20%,MI,Midwest
Fredia,Chism,F,6/1/1959,58.2,58,12/1/1980,1980,Monday,36.68,108649,4%,AL,South
Ivey,Thorp,F,7/25/1967,50.04,46,7/28/1989,1989,Friday,28.02,42820,19%,CT,Northeast
Patrick,Dominquez,M,1/19/1972,45.55,87,2/5/2012,2012,Sunday,5.48,136037,26%,KY,South
Latrina,Calderon,F,12/29/1957,59.62,40,5/30/2013,2013,Thursday,4.16,119191,29%,KS,Midwest
Rae,Dodge,F,6/17/1984,33.13,57,5/10/2010,2010,Monday,7.22,171322,12%,MD,South
Aracely,Ashby,F,1/3/1982,35.59,54,7/22/2014,2014,Tuesday,3.02,40152,24%,WV,South
Roxana,Medeiros,F,2/22/1996,21.44,43,6/18/2017,2017,Sunday,0.11,107985,24%,OH,Midwest
Bernardina,Beatty,F,1/4/1962,55.6,58,10/16/1983,1983,Sunday,33.81,191510,3%,NY,Northeast
Gaston,Coyle,M,3/7/1976,41.42,83,3/14/1997,1997,Friday,20.39,189872,2%,NM,West
Annemarie,Fair,F,6/5/1975,42.18,56,3/12/2016,2016,Saturday,1.38,117979,16%,WY,West
Tangela,Speight,F,9/26/1963,53.87,46,4/15/2016,2016,Friday,1.28,154077,17%,MN,Midwest
Margorie,Pace,F,10/21/1989,27.79,49,2/2/2013,2013,Saturday,4.48,54523,2%,KS,Midwest
Cornelius,Mcvey,M,5/22/1983,34.21,64,8/6/2011,2011,Saturday,5.98,156965,23%,MI,Midwest
Wiley,Phifer,M,6/1/1958,59.2,67,12/9/1984,1984,Sunday,32.65,148301,4%,WA,West
Nettie,Peck,F,3/27/1970,47.37,48,3/16/2006,2006,Thursday,11.38,148307,5%,MA,Northeast
Faustino,Levy,M,8/3/1964,53.02,56,8/11/1993,1993,Wednesday,23.98,176248,5%,LA,South
Shiela,Leggett,F,7/21/1977,40.05,42,7/25/2012,2012,Wednesday,5.01,158549,20%,FL,South
Rosaria,Caraway,F,1/12/1986,31.56,52,4/4/2014,2014,Friday,3.32,43276,30%,NH,Northeast
Liz,Harness,F,6/28/1965,52.12,56,6/20/2015,2015,Saturday,2.11,164200,8%,PA,Northeast
Johanne,Pederson,F,9/13/1980,36.9,52,7/16/2017,2017,Sunday,0.03,106108,7%,MO,Midwest
Frank,Mcnabb,F,3/23/1989,28.37,40,7/6/2015,2015,Monday,2.06,156351,23%,CA,West
Giovanni,Carrion,M,5/27/1982,35.19,71,2/13/2016,2016,Saturday,1.45,87721,6%,WI,Midwest
Stanton,Araujo,M,3/4/1968,49.43,50,6/3/1992,1992,Wednesday,25.17,117313,7%,IL,Midwest
Merlin,Kendrick,M,4/23/1972,45.29,76,11/4/1996,1996,Monday,20.74,187434,19%,NC,South
Mica,Saavedra,F,8/9/1971,46,45,7/15/2007,2007,Sunday,10.04,130382,5%,NY,Northeast
Yaeko,Lemay,F,1/20/1994,23.53,55,10/22/2016,2016,Saturday,0.76,191605,17%,IN,Midwest
Scot,Alicea,M,5/1/1968,49.27,86,2/15/2000,2000,Tuesday,17.46,87733,22%,IN,Midwest
Zackary,Wingfield,M,10/7/1966,50.84,68,6/19/1990,1990,Tuesday,27.13,109961,24%,MI,Midwest
Whitney,Homan,F,12/9/1975,41.66,45,1/26/2016,2016,Tuesday,1.5,101433,24%,NV,West
America,Moyer,F,7/25/1975,42.04,60,5/3/1998,1998,Sunday,19.25,142554,10%,AZ,West
Roberto,Furr,F,11/7/1985,31.74,50,5/26/2014,2014,Monday,3.18,42580,17%,TX,South
Alfred,Strother,M,2/25/1987,30.44,65,5/19/2013,2013,Sunday,4.19,62332,1%,IL,Midwest
Daniele,Hodges,F,2/21/1976,41.46,56,7/8/2001,2001,Sunday,16.07,193576,7%,ND,Midwest
Alonzo,Mcknight,M,12/5/1964,52.68,59,12/9/2005,2005,Friday,11.64,58352,27%,NY,Northeast
Altha,Ashcraft,F,1/8/1973,44.58,43,12/20/1999,1999,Monday,17.62,78505,17%,CT,Northeast
Rodrigo,Hannan,M,10/29/1993,23.76,51,1/24/2015,2015,Saturday,2.51,164598,8%,PA,Northeast
Maximina,Aiken,F,3/19/1966,51.39,55,1/15/2000,2000,Saturday,17.55,96664,27%,TX,South
Eboni,Rosen,F,2/26/1986,31.44,56,7/3/2017,2017,Monday,0.07,79439,2%,TX,South
Ellena,Jobe,F,12/3/1989,27.67,48,12/6/2016,2016,Tuesday,0.64,64189,30%,AZ,West
Gaston,Silvers,M,11/10/1981,35.74,64,5/7/2011,2011,Saturday,6.23,100710,13%,TX,South
Ronny,Regan,M,9/30/1979,37.85,61,7/27/2008,2008,Sunday,9.01,168832,10%,WV,South
Humberto,Toro,M,10/8/1990,26.82,55,1/27/2014,2014,Monday,3.5,101411,3%,WY,West
Lai,Byrnes,F,1/24/1990,27.53,42,11/5/2015,2015,Thursday,1.73,122845,28%,VA,South
Samatha,Underhill,F,7/19/1961,56.06,49,10/19/2007,2007,Friday,9.78,71033,25%,MI,Midwest
Gayla,Scoggins,F,6/23/1992,25.11,58,5/20/2016,2016,Friday,1.19,178997,1%,NH,Northeast
Nelle,Shockley,F,3/29/1994,23.35,40,8/5/2015,2015,Wednesday,1.98,187519,21%,GA,South
Emory,Windsor,M,10/8/1995,21.82,61,3/9/2017,2017,Thursday,0.39,194717,2%,NC,South
Dewitt,Burns,M,11/26/1977,39.7,76,4/28/2009,2009,Tuesday,8.25,184834,23%,WI,Midwest
Ethan,Marlowe,M,9/30/1980,36.85,58,4/28/2009,2009,Tuesday,8.25,169355,7%,KY,South
Lala,Montero,F,7/19/1978,39.05,50,5/10/2002,2002,Friday,15.23,61171,10%,MN,Midwest
Cathie,Dietz,F,10/4/1961,55.85,45,2/26/1992,1992,Wednesday,25.44,119579,26%,KY,South
Olinda,Roby,F,3/24/1974,43.38,53,7/12/2016,2016,Tuesday,1.04,52784,21%,KY,South
Jackie,Esposito,M,12/24/1979,37.62,59,1/5/2010,2010,Tuesday,7.56,77884,30%,MA,Northeast
Willian,Hogg,M,8/12/1989,27.98,80,2/14/2013,2013,Thursday,4.45,78433,26%,NC,South
Pearly,Stafford,F,7/13/1989,28.06,53,1/30/2015,2015,Friday,2.49,79239,16%,AL,South
Hugh,Ybarra,M,7/8/1967,50.09,61,5/1/1991,1991,Wednesday,26.26,179467,8%,AZ,West
Benton,Steed,M,3/20/1987,30.38,55,2/24/2014,2014,Monday,3.42,40846,18%,WI,Midwest
Willian,Osteen,M,11/30/1961,55.7,61,11/18/1993,1993,Thursday,23.71,160524,7%,VA,South
Stephaine,Harlan,F,1/19/1996,21.54,43,5/1/2017,2017,Monday,0.24,120036,26%,ME,Northeast
Kortney,Tabor,F,12/27/1989,27.6,54,1/16/2011,2011,Sunday,6.53,195866,26%,AZ,West
Roxanne,Mcdaniels,F,8/18/1980,36.97,47,6/11/2016,2016,Saturday,1.13,95281,10%,PA,Northeast
Cyndy,Goldsmith,F,10/27/1971,45.78,59,9/20/2008,2008,Saturday,8.86,46322,25%,MN,Midwest
Judson,Comer,M,2/6/1967,50.51,50,12/29/2004,2004,Wednesday,12.59,195338,24%,SD,Midwest
Toccara,Stinnett,F,8/27/1991,25.94,45,11/3/2012,2012,Saturday,4.73,171875,4%,MO,Midwest
Elijah,Tolley,M,12/25/1977,39.62,74,5/30/2009,2009,Saturday,8.17,81510,8%,VT,Northeast
Dusti,Weaver,F,4/4/1984,33.34,52,11/22/2011,2011,Tuesday,5.68,64859,15%,MO,Midwest
Bud,Beaulieu,M,10/8/1976,40.83,65,12/19/2007,2007,Wednesday,9.61,88044,14%,IN,Midwest
Jewel,Sumpter,M,9/17/1976,40.89,76,12/17/2004,2004,Friday,12.62,48793,10%,AR,South
Tonette,Mccurry,F,2/23/1978,39.45,56,4/19/2001,2001,Thursday,16.28,65638,13%,TX,South
Maxwell,Hallman,M,2/14/1989,28.47,74,3/25/2012,2012,Sunday,5.35,187827,9%,PA,Northeast
Tamekia,Sheldon,F,1/31/1973,44.52,59,8/24/2014,2014,Sunday,2.93,173089,16%,AL,South
Junita,Race,F,2/2/1984,33.51,53,3/4/2011,2011,Friday,6.41,71825,0%,TX,South
Kirstie,Mckee,F,8/10/1980,36.99,42,10/15/2003,2003,Wednesday,13.79,162050,3%,SC,South
Raymon,Cromwell,M,10/15/1981,35.81,67,8/22/2013,2013,Thursday,3.93,82069,9%,WY,West
Gertha,Temple,F,5/17/1992,25.21,48,11/13/2014,2014,Thursday,2.71,139932,18%,PA,Northeast
Virgilio,Phillip,M,12/20/1989,27.62,69,11/9/2015,2015,Monday,1.72,142583,26%,CA,West
Lieselotte,Moorman,F,12/23/1965,51.63,40,9/30/2005,2005,Friday,11.83,75911,20%,MT,West
Oda,Walden,F,8/8/1982,34.99,57,2/3/2015,2015,Tuesday,2.48,162088,20%,DE,South
Sammie,Weiner,M,11/21/1983,33.71,87,7/24/2009,2009,Friday,8.02,155071,1%,OK,South
Kraig,Cazares,M,4/14/1966,51.32,69,1/19/2011,2011,Wednesday,6.53,171583,8%,CA,West
Booker,Cotton,M,6/3/1993,24.17,58,12/19/2015,2015,Saturday,1.61,125668,5%,GA,South
Daron,Loving,M,5/29/1978,39.19,83,7/7/2000,2000,Friday,17.07,122542,27%,KY,South
Ronnie,Boyd,M,3/2/1985,32.43,81,1/31/2012,2012,Tuesday,5.49,144528,3%,AL,South
Cruz,Bear,F,2/21/1978,39.46,45,2/18/2001,2001,Sunday,16.45,150750,9%,NC,South
Luella,Underwood,F,4/19/1986,31.3,53,1/18/2009,2009,Sunday,8.53,65551,28%,FL,South
Hedwig,Halsey,F,1/11/1981,36.57,53,9/2/2002,2002,Monday,14.91,70746,15%,TX,South
Arvilla,Bethea,F,8/26/1985,31.94,51,12/17/2007,2007,Monday,9.62,76361,28%,KY,South
Mikki,Ulrich,F,6/16/1969,48.15,55,10/25/2004,2004,Monday,12.76,105913,26%,WV,South
Osvaldo,Courtney,M,7/5/1985,32.08,67,7/17/2006,2006,Monday,11.04,188069,13%,WV,South
Meta,Beckett,F,10/14/1968,48.82,57,9/9/2015,2015,Wednesday,1.88,99171,27%,IL,Midwest
Dedra,Pendergrass,F,2/18/1985,32.46,40,1/11/2014,2014,Saturday,3.55,123159,10%,DC,South
Lynetta,Goldberg,F,4/27/1977,40.28,40,8/27/2011,2011,Saturday,5.92,89309,4%,CA,West
Sharice,Mathias,F,2/4/1974,43.51,42,12/21/2012,2012,Friday,4.6,66511,9%,CA,West
Hilton,Krause,M,12/14/1983,33.64,52,4/20/2017,2017,Thursday,0.27,57942,8%,MO,Midwest
Leroy,Leach,M,4/9/1974,43.33,61,3/29/2005,2005,Tuesday,12.34,64539,12%,NY,Northeast
Joann,Easton,F,8/2/1995,22,50,2/21/2017,2017,Tuesday,0.43,52081,13%,WI,Midwest
Santiago,Dolan,M,9/8/1974,42.92,62,4/24/2002,2002,Wednesday,15.27,57453,2%,MI,Midwest
Rebekah,Bivins,F,4/26/1996,21.27,48,4/21/2017,2017,Friday,0.27,167345,4%,TX,South
Magen,Craddock,F,1/15/1993,24.55,53,11/29/2016,2016,Tuesday,0.66,169654,18%,NM,West
Emmaline,Orton,F,5/8/1994,23.24,56,6/30/2017,2017,Friday,0.08,76778,0%,MO,Midwest
Evangelina,Collins,F,1/13/1991,26.56,60,2/15/2016,2016,Monday,1.45,123246,11%,NC,South
Jonah,Nesbitt,M,9/5/1961,55.93,55,8/28/2014,2014,Thursday,2.92,70316,21%,PA,Northeast
Lloyd,Faulkner,M,5/7/1994,23.24,78,5/20/2017,2017,Saturday,0.19,199683,28%,IA,Midwest
Joel,Burleson,M,6/8/1978,39.16,82,7/4/1999,1999,Sunday,18.08,169855,6%,NY,Northeast
Alisia,Couture,F,7/7/1988,29.08,47,8/29/2011,2011,Monday,5.92,134526,6%,CO,West
Jacinda,Thorp,F,3/26/1958,59.38,54,7/31/1986,1986,Thursday,31.01,164954,25%,PA,Northeast
Barabara,Gabbard,F,5/31/1980,37.18,44,9/6/2002,2002,Friday,14.9,50340,18%,KS,Midwest
Carmen,Stafford,M,11/17/1967,49.73,75,6/20/2007,2007,Wednesday,10.11,94171,4%,MS,South
Lowell,Spicer,M,8/3/1991,26,84,2/7/2015,2015,Saturday,2.47,52708,25%,WV,South
